name,urn,country,products,brandname
Life's Wealth Resources Limited,1X09APKD,Hong Kong,2011/12 Select Harvest Red Wine;Gold Medal 2010 Reserve Red Wine;2007/08 Premium Resrve Limited Edition,
Luca Ferraris,1X08T70F,Italy,Ruché;Moscato;Barbera D’Asti,
MEVIPACOOP de Cauquenes,1X0AKM24,Chile,Vino Tradicion Ancestral Wine;Vino Soles Dorados 2018 Wine,
MONDUWINERY.CL,1X0A8FSZ,Chile,Forever Blend,
Madrigal Family Winery,1X0AVPR6,USA,Napa Valley Wine,
Maison Riviere,1X060SF9,France,Clos des Menuts 2005,"Clos des Menuts, Menuts Bordeaux, Chateau Haut Piquat;Clos des Menuts, Menuts Bordeaux, Chateau Haut Piquat;Clos des Menuts, Menuts Bordeaux, Chateau Haut Piquat"
Marchedoc SCA,1X099ZLI,Italy,"""IceMary Rosè"" Zero alcohol organic sparkling grape juice;""Nero dei Dori"" Rosso Conero DOC Red Wine;""Lacrima di Morro d'Alba DOC"" Red Wine 2014;""Lyricus"" Rosso Piceno DOC Red Wine",Colonnara;Colonnara;Colonnara
Matakana Estate,1X09TOME,New Zealand,Matakana Syrah Limited Edition;Matakana Chardonnay;Matakana Reserve Pinot Noir;Matakana Reserve Syrah;Matakana ME Pinot Noir;Matakana ME Merlot;Matakana Merlot Cabernet Franc Limited Edition;Matakana Reserve Riesling;Matakana ME Sauvignon Blanc;Matakana Reserve Pinot Gris,
Mi Terruno Winery & Vineyards,1X099PDK,Argentina,MI TERRUÑO WINES,
Muriel Wines,1X0AK7SN,Spain,DOCa RIOJA RESERVA ;DOCa RIOJA RESERVA - RIOJA ALAVESA;IGP VINO DE LA TIERRA;DOCa RIOJA CRIANZA ;DO RIAS BAIXAS ,"MURIEL, VIÑA MURIEL, CONDE DE LOS ANDES, VIÑA EGUIA, MARQUÉS DE ELCIEGO, PAZO CILLEIRO, REAL COMPAÑIA DE VINOS;MURIEL, VIÑA MURIEL, CONDE DE LOS ANDES, VIÑA EGUIA, MARQUÉS DE ELCIEGO, PAZO CILLEIRO, REAL COMPAÑIA DE VINOS;MURIEL, VIÑA MURIEL, CONDE DE LOS ANDES, VIÑA EGUIA, MARQUÉS DE ELCIEGO, PAZO CILLEIRO, REAL COMPAÑIA DE VINOS"
Mv Cellar s.r.l.,1X08TG4K,Italy,Barolo DOCG;Roero Arneis DOCG;Barbera d'Asti DOCG,
"Ningxia Holyfun Winery Co.,Ltd.",1X0AL0T7,Mainland China,Holyfun Cabernet Sauvignon 2013;Holyfun Cabernet Sauvignon 2014;Holyfun Cabernet Sauvignon Merlot 2013;Holyfun Merlot 2012;Holyfun Cabernet Sauvignon;Holyfun Merlot 2009,
Principe di Corleone,1X09U3DE,Italy,Rosso di Sicilia - Principe di Corleone ,
Rotspon HK Limited,1X09AFO3,Hong Kong,Rotspon Red Bordeaux,
S.S. Paradisone - Colle degli Angeli Soc Agr,1X07LK75,Italy,Rosso Di Montalcino;Brunello Di Montalcino,N BRUNELLO DI MONTALCINO  Colle degli Angeli;N BRUNELLO DI MONTALCINO  Colle degli Angeli;N BRUNELLO DI MONTALCINO  Colle degli Angeli
SOLOCONTIGO,1X09TX36,Argentina,Solocontigo Coleccion Blend;SOLOCONTIGO Amante Malbec;SOLOCONTIGO Affaire Malbec,
Salvano srl,1X08T6H1,Italy,Barolo Riserva 2010,
Santomas,1X0A854H,Slovenia,San Tomas Red Wine,
Sarl Richard Mestreguilhem,1X0AKDT4,France,Chateau Joinin;Chateau Pipeau,Château Joinin & Château Pipeau;Château Joinin & Château Pipeau;Château Joinin & Château Pipeau
Scurek wine,1X0A853I,Slovenia,Scurek Red Wine,
Sidewood Estate,1X05ZB6X,Australia,Sidewood Mappinga Chardonnay;Sidewood Estate Chardonnay;Sidewood Mappinga Shiraz;Sidewood Mappinga Fume Blanc;Sidewood Estate Pinot Gris;Sidewood Estate Sauvignon Blanc`;Sidewood Estate Pinot Noir;Sidewood Estate Shiraz,"Sidewood Estate, Stable Hill, Mappinga ;Sidewood Estate, Stable Hill, Mappinga ;Sidewood Estate, Stable Hill, Mappinga "
Silvano Strologo,1X0AKW2A,Italy,Rosso Conero DOC Zero Solfiti Aggiunti (Zero Sulfites Added);Rosso Conero DOC Julius,
Silver Heights Winery,1X09AQ2S,Mainland China,Silver Heights “EMMA’S RESERVE” 2011 (1500ml);Silver Heights “The Summit” 2013;Silver Heights Family Reserve 2013,Silver Heights;Silver Heights;Silver Heights
Slent Farms (Pty) Ltd,1X07K8QM,South Africa,Pinotage 2011;Cabernet Sauvignon 2011;MCC Brut 2009;Shiraz 011;Chenin Blanc 2012;MCC Rose 2009;Sauvignon 2012;Viognier 2010;MCC Blanc DE Blancs 2009;Merlot 2010,"AYAMA, SLENT, IZIKO;AYAMA, SLENT, IZIKO;AYAMA, SLENT, IZIKO"
Spanish Story,1X08SUNV,Spain,Spanish Story Albariño;Spanish Story Cava;Pulpoloco Rose;Pulpoloco Red;Pulpoloco Sangria Bottle;Pulpoloco Spanish Wines;Spanish Story Organic Chardonnay;Pulpoloco Sangria bottle;Spanish Story Organic Coupage;Pulpoloco White;Spanish Story Tempranillo;Pulpoloco Spanish Wine ;Spanish Story Garnacha;Pulpoloco Sangria,
Suntory Wine International Limited,1X0AKSG8,Japan,Chateau Daugay Wine,
Sutil Family Wines,1X0A8J3C,Chile,Sutil Acrux,
Talis Wine Soc. Cons. a  r.l. ,1X05V8HV,Italy,Purpureo Red Wine;Sauvignon White Wine;Friulano White Wine,
Tarifa Varrilado S.a.,1X08SU3F,Spain,Davy Sparkling non alcoholic Wine;Whisky Cream Blond House;Blackout Spicy Cinnamon Liquor;Black Out Spicy Cinnamon Whisky;Brandy DAVY XO 8 YEARS;Sangria Jaleo 2015;Don Diego Red Wine;Vodka Varriloff;Plaisir Do'or Semi Sec Sparkling Wine;Brandy Napoleon;Whisky Blond House;Playa Bavaro Piña Colada;Platinvm Fragrances Sparkling Wine;Aquarella Cabernet Sauvignon,"Platinum, Blond House, Don Diego, Don David, Tarriskoff;Platinum, Blond House, Don Diego, Don David, Tarriskoff;Platinum, Blond House, Don Diego, Don David, Tarriskoff"
Tenuta Benedetta SOC. AGR. S.S.,1X0A8GWS,Italy,Vigna Laura 2014 IGP Terre Siciliane;Vigna Benedetta 2014 IGP Terre Siciliane;Vigna Mariagrazia 2015 Etna Bianco DOC,TENUTA BENEDETTA;TENUTA BENEDETTA;TENUTA BENEDETTA
Tenuta Fernanda Cappello,1X08T75A,Italy,Sauvignon;Cabernet Franc DOC Friuli Grave;Traminer Aromatico DOC Friuli Grave;Merlot DOC Friuli Grave;Traminer Aromatico;Pinot Grigio DOC Friuli Grave;Pinot Grigio;Prosecco DOC;Friulano DOC Friuli Grave;Sauvignon Blanc DOC Friuli Grave,
Tenuta Ferraro Srl,1X099YHP,Italy,Chianti DOCG 2014 Fondo del Sole;Nativo Toscana Rosso IGT 2014 Madonna Alta;Sasso Rosso VDT Fondo del Sole;Sorà Terre Siciliane Igt Bianco Fondo del Sole;Pecorino Igt Terre di Chieti 2014;Amicore IGT Rosso Veneto 2014 Fondo del Sole;Mediterraneo Salento Rosso IGT 2015 Fondo del Sole;Sagrantino Docg Montefalco Madonna Alta 2011;Intreccio Terre Siciliane Igt 2015 Fondo del Sole;Nero d'Avola Igt Terre Siciliane 2015,"FONDO DEL SOLE, CANNETA, MADONNA ALTA, PODERE POIANO;FONDO DEL SOLE, CANNETA, MADONNA ALTA, PODERE POIANO;FONDO DEL SOLE, CANNETA, MADONNA ALTA, PODERE POIANO"
Terroirs Vivants,1X0A7XEV,France,La Marouette Merlot,
The Juicy Grape Limited,1X0AZ58D,Hong Kong,Occhipinti SP68 Rosso 2018;Domaine la Remejeanne Cote du Rhone Les Chevrefeuilles Rouge 2016;Tentenublo Rioja Tinto 2016;Battenfeld Spanier Hohen Sulzen Riesling ;Wijnkasteel Genoels-Elderen Chardonnay Wit 2015;Francois Crochet Sancerre Exils 2017,
The Wine Hub Limited,1X0A716R,Hong Kong,Chateau Laulerie Malbec;Chateau Bel Air AOC Puisseguin Saint Emilion;Chateau Laulerie AOC Montravel,"Chateau Laulerie, Chateau Bel Air, Chateau La Croix Romane;Chateau Laulerie, Chateau Bel Air, Chateau La Croix Romane;Chateau Laulerie, Chateau Bel Air, Chateau La Croix Romane"
Torre Zambra Sas Azienda Vinicola,1X09UB12,Italy,"Abruzzo Montepulciano D'abruzzo Red Wine ""Colle Maggio"" 2013;Colle Maggio Montepulciano 2013;Torre Zambra Madia Montepulciano 2015;Colle Maggio Pecorino 2015",MADIA - COLLE MAGGIO;MADIA - COLLE MAGGIO;MADIA - COLLE MAGGIO
Turnbull Bros Co,1X09UA42,Australia,"M&P Turnbull ""Golden Barrel"" 2012 Cabernet Sauvignon;M&P Turnbull ""Black Bull"" Barossa Valley 2014 Shiraz;M&P TURNBULL""Limited Release"" MV 2012 Shiraz Cabernet ",
"Turpan Loulan Wine Co., Ltd.,",1X0A8DYZ,Mainland China,Xinjiang Wine ,
Uggiano,1X088UYK,Italy,"Chianti DOCG Prestige-Uggiano;Petraia Merlot di Toscana IGT;Chianti Colli Fiorentini DOCG Prestige-Uggiano;Falconeri Cabernet Sauvignon di Toscana IGT;Chianti Riserva DOCG Uggiano;Toscana IGT Sangiovese Syrah ""Il Sanzio""",Uggiano;Uggiano;Uggiano
VP Brands International SA,1X09VC6U,Bulgaria,"F2F Cabernet Sauvignon & Syrah & Regent 2014;Pixels Cabernet Sauvignon 2014;Villa Yambol Merlot 2015;F2F Cabernet Sauvignon, Syrah and Regent 2014;Pixels Sauvignon Blanc 2015;Villa Yambol Merlot;Villa Yambol Merlot Reserve 2013;Villa Yambol Reserve;Villa Yambol Cabernet Sauvignon 2015;Villa Yambol",
Velvety,1X07K6WM,USA,"Velvety 2008 Napa Valley Cabernet Sauvignon Reserve ;Velvety 2008 California Petite Syrah ""Prive"";Velvety 2011 Napa Valley Cabernet Sauvignon",
Viamonte Winery,1X08UEZV,Argentina,Juana Larrea Malbec;Juana Larrea Malbec Gran Reserve;Viamonte Malbec Gran Reserve;Viamonte Malbec;Juana Larrea Malbec Reserve;Viamonte Malbec Reserva,
Vieni Estates Inc,1X08S5D8,Canada,Vieni Brandy Infused with Pure Maple Syrup;Vieni 2011 Vidal Icewine;Sparking Vidal Icewine 2014;Vieni Momenti Sparkling;Vieni 2013 Sparkling Cabernet Icewine;Veni Icewine Graspa Distillate;Vieni 2011 Cabernet Icewine;Vieni 2012 Briganti Red;Vieni Rose Brut Sparkling;Vieni 2012 Chardonnay Private Reserve,Vieni Estates;Vieni Estates;Vieni Estates
Vinedos Ruiz Jimenez SL,1X0AK6KY,Spain,Pago de Valcaliente Vendimia;Osoti Crianza Organic Rioja;Vina Urubi;Osoti Garnacha;Pago de Valcaliente Reserva;Osoti Young Organic Rioja,"Osoti, Pago de Valcaliente;Osoti, Pago de Valcaliente;Osoti, Pago de Valcaliente"
Vinedos Y Bodegas Pablo SC,1X08UEKA,Spain,Menguante Tempranillo 2013;Gran Viu Garnacha Del Terreno 2004;Menguante Garnacha Blanca 2013;Gran Viu Selección 2009;Menguante Vidadillo 2011;Menguante Garnacha Seleccion 2012;Gran Viu Finca Santiaga 2004;Menguante Garnacha 2013,
Vinicola Decordi s.p.a.,1X0A7ZY5,Italy,MOSCATO Sparkling Sweet;BAROLO DOCG Red Wine ;Franciacorta DOCG BRUT Sparkling;PROSECCO DOC BRUT,
Viniterra,1X099PAN,Argentina,VINITERRA Cabernet Sauvignon;VINITERRA Malbec;VINITERRA OMNIUM Malbec;VINITERRA SINGLE VINEYARD Malbec;VINITERRA SELECT Carménerè;VINITERRA SELECT Malbec/Carménerè;VINITERRA SELECT Malbec;VINITERRA SERIE TERRA TORRONTES;VINITERRA SERIE TERRA Malbec;VINITERRA SERIE TERRA Cabernet Sauvignon,
"Vinos de Alborea, S.L.",1X05Y4DB,Spain,Senda De Las Rochas Tempranillo 2007;Mizaran Macabeo 2009;Mizaran Tempranillo Roble 2007,"La Sima, Sensibel, Mizaran, and Senda de las Rochas;La Sima, Sensibel, Mizaran, and Senda de las Rochas;La Sima, Sensibel, Mizaran, and Senda de las Rochas"
Vinotage,1X087TK1,Spain,Vega Sauco Adoremus 2011;Meler Reserva 2010;Muua de Meler 2014;Olive Oil - Esencial Extra Virgen Gourmet;Gil Luna 2009;Meler Syrah 2015;Vinotage Tinto 2015;Vega Sauco Wences 2006;Meler Chardonnay 2011;Olive Oil - Esencial Extra Virgen Picual,
Weingartner Stromberg-Zabergau EG,1X09UTK1,Germany,OCTAVIO Redwine Dry,
Weingut Fuchs,1X086NV8,Germany,Fuchs Tradition Dry White Wine;Gewürztraminer;Fuchs Extra Cabernet Dorsa Off-Dry;Halal Sparkling Grape;Huxelrebe Beerenauslese White Dessert Wine;Fuchs Extra Red Wine Dry;Fuchs Extra Barrique Red Wine Dry;Dornfelder Rosé Wine;Pinot Noir Dry;Gewürztraminer Dry,Fuchs;Fuchs;Fuchs
Weingut Kilian Hunn,1X099STV,Germany,Sparkling Wine;Pinot Noir Rosé;Chardonnay Germany White Wine ;Rivaner White Wine Gemany;Pinot Blanc White Wine Germany;Pinot Noir Red Wine Germany;Pinot Gris Germany White Wine,
Wineprints Co,1X098MVB,Hong Kong,Pinot Grigio delleVenezie IGT;“RENATUS” DOC-CMD Red 2012;Zlatan Pošip 2013 ,
Winery HeJinZun,1X0AL21T,Mainland China,He Lan Hong,
Winery Vicente Gandia Pla,1X07KUG2,Spain,Raiza Crianza Tempranillo;Nebla Verdejo;Dolmo Tempranillo;Raiza Reserva Tempranillo;El Miracle Art;El Miracle Cava Brut;Con Un Par;El Miracle by Mariscal;Hoya de Cadenas Reserva Privada;El Miracle Brut Rose,
Wise Villa Winery,1X08T0OC,USA,Wise Villa Winery,
Yes!Grapes,1X06TR3O,Italy,Pecorino IGT Colli Aprutini;Barolo Bussia DOCG;Valdobbiadene Prosecco Superiore DOCG Brut,ABRIGO GIOVANNI - ADRIANO MARCO E VITTORIO - GIACOMO FENOCCHIO - AGOSTINO PAVIA E FIGLI - SPUMANTI GEMIN BORTOLOMIOL - BRIGALDARA - LA TRAVAGLINA - TENUTA DI SESTA - SAN LORENZO;ABRIGO GIOVANNI - ADRIANO MARCO E VITTORIO - GIACOMO FENOCCHIO - AGOSTINO PAVIA E FIGLI - SPUMANTI GEMIN BORTOLOMIOL - BRIGALDARA - LA TRAVAGLINA - TENUTA DI SESTA - SAN LORENZO;ABRIGO GIOVANNI - ADRIANO MARCO E VITTORIO - GIACOMO FENOCCHIO - AGOSTINO PAVIA E FIGLI - SPUMANTI GEMIN BORTOLOMIOL - BRIGALDARA - LA TRAVAGLINA - TENUTA DI SESTA - SAN LORENZO
"Yinchuan Pu Shang Wine Co., Ltd.",1X0AL0X3,Mainland China,Pushang Marselan,
Yong Chun Wine Cellar,1X098MRF,Hong Kong,Chardonnay Icewine;Riesling Spatlese;Blanc Foussy;Gartengluck Birne Apfel;Fantasia Night Demi - Sec;Oui Pour La Vie - Strawberry Wine;Hugo ;Fantasia Night Rose;Jardin du Sud;Fanny Passion,
13. jul Plantaze,1X088UQS,Montenegro,Vranac Pro Corde;Vranac Reserve;Montenegrin Vranac,
3 Oceans Wine Company,1X0871V2,Australia,3 Oceans,
7Colores,1X09A954,Chile,Puko Cabernet Sauvignon Varietal;Bottled Chile Wine,
A & A Devillard,1X0A8E1T,France,Mercurey Rouge 2015;Mercurey rouge Premier Cru « Clos du Roi » 2015;Mercurey Blanc 2015,
A&J Fontemour International,1X06XEFF,France,Cuvee Juliette 2008;AOC Sparkling Wine;Blanc de Blancs;AOC Chateauneuf Du Pape Wine;Corbieres 2009;Domaine Le Vieux Lavoir C?tes du Rh?ne 2007,JEAN REMOUR;JEAN REMOUR;JEAN REMOUR
A.A.O.S. Vaeni Naoussa,1X0632N7,Greece,Damaskinos Red Wine;Vaeni Red Wine;Naoussa Red Wine,
A16 S.A.,1X087E0U,Argentina,Apogeo Malbec 2010 ;Auge Rose Malbec 2013;Auge Malbec 2013 ,
ABC Wines Ltd,1X09UHI3,Hong Kong,Château Lamolère 2009;Veuve Doussot Pinot Noir Champagne;Veuve Doussot Champagne,
ABS Asia Ltd,1X060OND,Hong Kong,Chateau Capion 2005;Cranswick Cabernet Merlot;Cranswick Sarus 2009;Magnan La Gaffeliere;William Peel Scotch Whiskey;Sauvignon Blanc Wine;D'Orfin XO Cognac;De Keng Jiu;Shiraz Red Wine;Bordeaux Blend 2007,"Cranswick, Trinity Hill, Casas del Bosque, Bordeaux 5, Joseph Castan, Chateau Capion, Lochar Estate, Franklin Tate, Edgebaston, Saxenburg, Brookford, Cedar Creek, The Hedonist, Mussel Bay, Klippenkop, Beres, Sol de Mayo, Kintu, Quincho   "
AJ's Wine Australia,1X07MTZM,Australia,2010 Clare Valley Shiraz;Riesling 2012;Shiraz 2010,
ALPASIÓN,1X09TXBY,Argentina,What about me? Malbec 2015;Alpasión Malbec 2014;Alpasión Private Selection 2013,
Aaldering Vineyards & Wines,1X06TQIC,South Africa,Chardonnay 2011;Pinotage 2009;Cabernet Sauvignon Merlot 2009,
Abalone bvba,1X07K778,Belgium,Lodewijkx 2012;Eerste Hoop Cabernet Sauvignon;Witklip Shiraz,
Abbey Winery Pannonhalma,1X06171E,Hungary,Olaszrizling White Wine;Tricollis Red Wine;Hemina White Wine,
Absheron Sharab,1X09VKNP,Azerbaijan,Ivanovka Baglari 1954;Azerbaijan White Wine 2014;Sultan;Azerbaijan Madrasa 2014;Ivanovka Baglari Madrasa ,
Accordini Igino Azienda Vitivinicola,1X099ZY5,Italy,Le Bessole Amarone Della Valpolicella 2008;Le Viole Recioto Della Valpolicella 2012;Le Bessole Valpolicella Ripasso 2010,
Adega Cartuxa - Fundacao Eugenio de Almeida,1X06USWS,Portugal,Cartuxa Red Reserva;Pêra-Manca Wine;Cartuxa Wine,
Adega Cooperativa de Favaios,1X0605MZ,Portugal,Adega De Favaios 1980;Favaito Moscatel Galego;Douro DOC Foral da Vila Tinto 2009;Moscatel do Douro Favaios;Sparkling Wine;Red Wine;Foral Da Vila,
Adega da Vermelha,1X0A8A33,Portugal,Mundus;Marques de Marialva,
Adega da Vermelha ,1X07M34N,Portugal,"Mundus ""Light Wine"";Vinho Regional Lisboa Reserva 2010;Mundus ""Reserva"";Mundus Branco Leve;Mundus Escolha 2009;Mundus ""Escolha""","Mundus, Festao, Terra Mae;Mundus, Festao, Terra Mae;Mundus, Festao, Terra Mae"
Adega de Cantanhede ,1X07M35M,Portugal,Marques de Marialva Bical;White Sparkling Wine;Marques de Marialva Baga;Red Wine MARQUÊS DE MARIALVA Baga Reserva 2011;Marques de Marialva Bruto;Marques de Marialva Grande Reserva ;Marques de Marialva Baga Reserva;Red Wine MARQUÊS DE MARIALVA Col. Selec. 2013;Marques de Marialva;Marques de Marialva - Colheita Seleccionada,"MARQUES DE MARIALVA, CANTANHEDE, CONDE DE CANTANHEDE, DA PIPA;MARQUES DE MARIALVA, CANTANHEDE, CONDE DE CANTANHEDE, DA PIPA;MARQUES DE MARIALVA, CANTANHEDE, CONDE DE CANTANHEDE, DA PIPA"
Adegas Valminor,1X06VPV2,Spain,Ebano Ribera del Duero Tempranillo 2009;Valmiñor Albariño 2010;Davila 2010,
Advini,1X099MWA,France,CHATEAU DE CHAMBERT Wine;PERNAND-VERGELESSES Clos de Bully Wine;MAS LA CHEVALIÈRE ROQUA Blanca Wine,
African Continental Resources cc,1X07L11W,South Africa,Kusasa Wine Malaika;Kusasa Wine Chardonnay;Kusasa Wine Merlot;Kusasa Wine Shiraz;Kusasa Wine Cabernet Sauvignon;Kusasa Chardonnay;Kusasa Wine Sauvignon Blanc,
African Pride Wines (Pty) Limited,1X099PGH,South Africa,African Pride Just Nuisance 2015;African Pride Lady Anne Barnard 2013;Footprint The Long Walk 2015,
African Terroir,1X089OPB,South Africa,Sonop ;Elixir;Out of Africa;Azania;Wind of Change ;Tribal ;Tribal Sparkling ,"tribal, tribal sparkling, out of africa, winds of change, the big five, sonop, azania elixir ;tribal, tribal sparkling, out of africa, winds of change, the big five, sonop, azania elixir ;tribal, tribal sparkling, out of africa, winds of change, the big five, sonop, azania elixir "
Agence Aquitaine De Promotion Agroalimentaire,1X06XHI3,France,"Un Frere, Une Soeur Rose 2014;Loupiac 2010;Chateau Calabre Montravel 2014;Chateau Jeanrousse Fronsac 2012;Chateau Carteau Cotes Daugay 2013;Chateau des Places, Graves 2013",
Agenzia Regionale per lo Sviluppo Rurale - Ersa,1X06VG1N,Italy,Friulano 2009;Refosco 2007;Pinot Grigio 2009,
"Agri-Roncao Vinicola, Lda.",1X05ZCII,Portugal,Touriga Nacional 2002 Wine;Vinho Verde Avesso 2010;Agri-Roncao Vinicola Porto;Agri-Roncao Vinicola DR 2007;White Wine;Touriga Nacional 2007 Wine;DR Red Wine,
Agricola Castellana SCL,1X08SUD5,Spain,Spanish Red Wine 100% Tempranillo Ribera Del Duero,
Agricola Societa Cooperativa Conti Zecca,1X09TSWS,Italy,Santo Stefano Negroamaro 2014;Santo Stefano Primitivo 2015;Quattro Conti Red Wine 2015,
Agricole Vallone,1X06VFI9,Italy,Corte Valesio Salento Bianco 2008;Vereto Salice Salentino;Graticciaia Imbottigliato All'Origine,
Agricosimo,1X0AKUQS,Italy,Natura & Passione - Montepulciano D’abruzzo Doc;Vi’ Montepulciano D’abruzzo Doc;Natura & Passione - Chardonnay IGT Colline Teatine;Pecorino IGT Colline Teatine,
Agrilandia Soc Agr. Arl,1X07ML63,Italy,Sorpasso 2008;Sorpasso;Fortulla White;Fortulla ;Fortulla rosè;Fortulla Rose,
Agro Azerinvest,1X09VKLR,Azerbaijan,Shah-Madrasa;Azerbaijan Nazli Wine;Shah-Chardonnay;Azerbaijan Qabala Wine;Aromatic Traminer 750 ml;Rose Wine 750 ml;Cabernet Sauvignon 750 ml;Basarkecar Azerbaijan Wine,
Agro-Batoreu,1X06TSQY,Portugal,Terra Silvetre DOC Do Tejo Branco;Batoreus 2010;Terra Silvestre Reserva 2010;Terra Silvetre Vinho Regional Tejo Rose;Terra Silvetre DOC Do Tejo Tinto;Terra Silvestre 2010,
Agroland S.A.,1X06XB4Z,Uruguay,Bodega Garzón Sauvignon Blanc 2011;Bodega Garzón Tannat 2009;Bodega Garzón Albariño 2011,
Agrovia Sociedade Agro-Pecuaria S.A.,1X06TSPZ,Portugal,Quinta da Lapa DOC 2010;Quinta da Lapa 2009;Quinta da Lapa DOC 2008,
Airfield Estates,1X088PMB,USA,Lone Birch Red 2012;Airfield Estates Dauntless 2012;Runway Cabernet Sauvignon 2012,
"Alamesa, S.L.",1X05XKSK,Spain,"Sierra Sol 2011;Cava Miriada Rosado Brut;Montenegro Reserva 2011;Gines de Liebana;Vihucas Winery;Don Px 1962, Pedro Ximenez Reserva Special;Mipanas Red Wine;Bodegas Canopy 2008, LA VIÑA ESCONDIDA;Un Garnacha 2011;Pago Diana 1998, Red Blend",
"Alcoholes y Vinos, S.A.",1X05XKTJ,Spain,La Mancha Tempranillo Red Dry Wine;La Mancha Garnacha White Semisweet Wine;La Mancha Syrah Red Dry Wine ;La Mancha Garnacha Red Semisweet Wine;La Mancha Tempranillo Red Dry Wine ,"Vinoletto, La Brisa, Thoro Loko, Gusto.;Vinoletto, La Brisa, Thoro Loko, Gusto.;Vinoletto, La Brisa, Thoro Loko, Gusto."
Alessandro Speri Winery,1X0605I3,Argentina,MLBC Torrontes White Wine;Prodigo Malbec Clasico;Prodigo Malbec Reserva,
Alex,1X087NRC,Spain,Ontinar 2008;Alex Reserva 2007;Alex Tempranillo,"Alex, Principe, Les Pozes, Finca Pcera Casta, Senorcc Caseblanca, Alarnes;Alex, Principe, Les Pozes, Finca Pcera Casta, Senorcc Caseblanca, Alarnes;Alex, Principe, Les Pozes, Finca Pcera Casta, Senorcc Caseblanca, Alarnes"
All Saints Estate,1X07L14T,Australia,Family Cellar 2009 Durif;Rutherglen Grand Muscat;Family Cellar 2010 Marsanne,
Allandale Winery ,1X06WKRL,Australia,Hunter Valley Matthew Shiraz 2010;Hunter Valley Chardonnay 2009;Hunter Valley Verdelho 2010,
Alliance Bourg,1X06XEHD,France,Chateau Pradier Cotes de Bourg 2009;Chateau Le Piat Cotes de Bourg 2009;Closerie du Bailli Tradition 2009,
Alliance of Baltic Beverage Industry,1X08T4I6,Lithuania,Borboleta Moscato;Trejos Devynerios;Three Nines 999; Brandy Gloria XO;Liqueur Dainava;Stumbras Premium Organic Vodka;Gold Lithuanian Vodka;Borboleta Prosecco;Borboleta Chardonnay,
Alps Wine d.o.o.,1X09UTPW,Slovenia,ALPS Wine Red 2014;Goriška Brda Red 2012;Goriška Brda Merlot 2012,
Altesino,1X06TSVT,Italy,Rosso di Montalcino DOC;Rosso Toscana IGT;Brunello di Montalcino DOCG,Altesino;Altesino;Altesino
Alto de Casablanca S.A.,1X0A8J2D,Chile,NeYen,
Alto de la Ballena ,1X06WM06,Uruguay,Alto De La Ballena Tannat;Alto De La Ballena Tannat Merlot Cabernet Franc;Alto De La Ballena Merlot,
Alves de Sousa,1X06W1NA,Portugal,Touriga Nacional Wine;Quinta Gaivosa Red 2005;Quinta da Gaivosa Porto,
Amazing Wine Global Limited,1X086O8S,Hong Kong,Clos du Roi;Savigny Les Beaune;Chateau La Dominique,
Amelia Park Wines,1X09AF0R,Australia,Amelia Park Reserve Shiraz;Amelia Park Reserve Cabernet Sauvignon,
Amigo (Hong Kong) Holdings Limited,1X0AZWQM,Hong Kong,San Hermenegildo Roble;San Hermenegildo Crianaa;San Hermenegildo Reserva,
Amores Wines (Export Products From Spain S.L),1X08SUPT,Spain,Tilenus Pagos De Posada;Avant ;Torre de Ermelo ;Rietos Joven;Pujanza Finca Valdepoleo;Sherry Cream;Finca Valdepoleo ;Campos Goticos 7 Lunas Vendimia Seleccionada;Juan Rojo ;7 Lunas Viñedos de la Joya ,
Amprius Lagar,1X0AK6NV,Spain,Lagar d' Amprius Gewürztraminer 2015 Wine;Lagar d'amprius Nazarín 2015 Wine;Lagar d'amprius Kolenda 2016 Wines;Lagar d´Amprius Vendimia Selección 2016 Wine,
Ancient Oak Cellars,1X060H7E,USA,Pinot Noir 2006;Blend 8 Red Wine;Chardonnay 2008;Red Table Wine;Pinot Noir 2008;Cabernet Sauvignon 2009;Pinot Noir 2007;Red Wine,Ancient Oak Cellars;Ancient Oak Cellars;Ancient Oak Cellars
Andriano Cantina,1X09UBAT,Italy,Cantina Andrian Pinot Noir 2013,
Anecoop Asia,1X087OU6,Spain,Reymos Sweet;Juan de Juanes Vendimia Oro Tinto;Venta de Puerto 2010;Amatista Rose 2013;Hacienda Uvanis Crianza;Reymos Selection 2013,
Anecoop Wines,1X06VPYZ,Spain,Reymos Sparkling Wine;Valencia 2008;Navarra 2008,
Angove Family Winemakers,1X05V4DB,Australia,Nine Vine Rose;Bottled Red Wine;The Medhyk Shiraz;Zibibbo Sparkling,
